Sample,cpd00254,cpd00063,cpd00205,cpd00034,cpd00030,cpd00149,cpd19013,cpd10515,cpd00058,cpd00099,cpd00048,cpd00009,cpd09225,cpd11574,cpd00131,cpd00547,cpd00104,cpd00393,cpd00263,cpd00220,cpd00218,cpd03424,cpd00541,cpd19112,cpd00971,cpd00244,cpd00443,cpd01079,cpd03387,cpd00305,cpd15574,cpd00240,cpd00067,cpd10393,cpd00074,cpd00011,cpd11640
G3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020855057351407704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H34,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537,0.014424951267056537
I34,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492,0.013513513513513492
J12,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.01692259479786901,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.017235976183014732,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843,0.015982450642431843
J34,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.016456672666495288,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394,0.014142453072769394
K12,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379,0.007077326343381379
L12,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295,0.013868824039295
M12,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.020253848231163905,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087,0.018093437753173087
N12,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.016785022595222677,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581,0.013772326231977581
P12,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.020046536602828038,0.017182745659566897,0.018435654197243648,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897,0.017182745659566897
